Mont-Royal	,	true	,	160
Montreal	,	true	,	2546
Montreal-Est	,	true	,	13
Montreal-Nord	,	true	,	14
Montreal-Ouest	,	true	,	21
Montreal-West	,	true	,	13
Montréal	,	true	,	96142
Montréal-Nord	,	true	,	85
Montréal-Ouest	,	true	,	46
Montéal	,	true	,	7
Morristown	,	true	,	185
Mount Holly	,	true	,	225
Mount Lebanon	,	true	,	453
Mount Royal	,	true	,	15
Mount Washington	,	true	,	16
Mt Lebanon	,	true	,	35
Mt. Oliver Boro	,	true	,	23
Munhall	,	true	,	317
Musselburgh	,	true	,	69
N E Las Vegas	,	true	,	87
N Las Vegas	,	true	,	379
N W Las Vegas	,	true	,	274
N. Las Vegas	,	true	,	1117
NELLIS AFB	,	true	,	304
Nellis AFB	,	true	,	494
Nellis Afb	,	true	,	145
New River	,	true	,	176
Newbridge	,	true	,	36
Newington	,	true	,	6
North Las Vegas	,	true	,	48614
North Las Vegas 	,	true	,	25
North Queensferry	,	true	,	7
North Scottsdale	,	true	,	287
Oakland	,	true	,	126
Old Town	,	true	,	30
Outremont	,	true	,	395
Paradise	,	true	,	1172
Paradise Valley	,	true	,	7297
Penicuik	,	true	,	7
Peoria	,	true	,	48463
Pfinztal	,	true	,	7
Pheonix	,	true	,	41
Phoenix	,	true	,	925645
Phoenix-Ahwatukee	,	true	,	65
Pierrefonds	,	true	,	109
Pineville	,	true	,	6995
Pittsburgh	,	true	,	179406
Pittsburgh/S. Hills Galleria	,	true	,	98
Pittsburgh/Waterfront	,	true	,	164
Pittsburrgh	,	true	,	7
Pointe-Aux-Trembles	,	true	,	7
Pointe-Claire	,	true	,	955
Queen Creek	,	true	,	13673
Queensferry	,	true	,	21
Québec	,	true	,	7
Ratho	,	true	,	17
Rheinstetten	,	true	,	7
Rio Verde	,	true	,	61
Robinson Township	,	true	,	8
Rock Hill	,	true	,	3
Rockport	,	true	,	47
Rosemere	,	true	,	8
Rosemère	,	true	,	18
Roxboro	,	true	,	19
Saint Laurent	,	true	,	18
Saint-Eustache	,	true	,	14
Saint-Henri	,	true	,	29
Saint-Lambert	,	true	,	21
Saint-Laurent	,	true	,	442
Saint-Leonard	,	true	,	203
Saint-laurent	,	true	,	17
Sainte-Anne-De-Bellevue	,	true	,	31
Sainte-Anne-de-Bellevue	,	true	,	7
Sainte-Genevieve	,	true	,	7
Sainte-Thérèse	,	true	,	9
San Tan Valley	,	true	,	1383
Savoy	,	true	,	106
Scottdale	,	true	,	1170
Scottsdale	,	true	,	659433
Sedona	,	true	,	66
Shady Side	,	true	,	3
Shadyside	,	true	,	22
Sharpsburg	,	true	,	75
South Las Vegas	,	true	,	7
South Mountain	,	true	,	17
South Queensferry	,	true	,	53
Spring Valley	,	true	,	320
Squirrel Hill	,	true	,	68
St Jacobs	,	true	,	39
St. Jacobs	,	true	,	14
Stallings	,	true	,	510
Ste-Rose	,	true	,	30
Stockbridge	,	true	,	70
Stoughton	,	true	,	21
Straiton	,	true	,	17
Summerlin	,	true	,	220
Sun City	,	true	,	1863
Sun City West	,	true	,	183
Sun Lakes	,	true	,	112
Sun Prairie	,	true	,	2185
Sunrise	,	true	,	199
Surprise	,	true	,	30708
Swissvale	,	true	,	32
Tega Cay	,	true	,	702
Tempe	,	true	,	294971
Terrebonne	,	true	,	22
Tolleson	,	true	,	3011
Tonopah	,	true	,	61
Tonto Basin	,	true	,	26
Tortilla Flat	,	true	,	161
University	,	true	,	27
Upper Saint Clair	,	true	,	15
Urbana	,	true	,	5748
Verdun	,	true	,	1817
Verona	,	true	,	1333
Victoria Park	,	true	,	7
Vimont	,	true	,	14
W Henderson	,	true	,	650
W Spring Valley	,	true	,	453
W Summerlin	,	true	,	363
Waddell	,	true	,	50
Waldbronn	,	true	,	14
Waterloo	,	true	,	4358
Waunakee	,	true	,	270
Waxhaw	,	true	,	195
Weddington	,	true	,	29
Weingarten	,	true	,	5
Wesley Chapel	,	true	,	219
West Homestead	,	true	,	967
West Mifflin	,	true	,	273
Westmount	,	true	,	536
Whitehall	,	true	,	52
Wickenburg	,	true	,	1816
Wilkinsburg	,	true	,	24
Windsor	,	true	,	197
Wörth am Rhein	,	true	,	9
Youngtown	,	true	,	300
glendale	,	true	,	35
rankin	,	true	,	23
Île des Soeurs	,	true	,	55
